text,Rating,tokens
"good value near smn paid 09 stay night 2ad 2ch hotel, close station travel sightseeing far riff raff dont come near, saw outside venetian blinds bad repair windows dirty trees entrance spotless glass kept reception area, hotel clean staff helpful, room plenty big bathroom fine, good selection breakfast restaurant food poor, little no noise trains/street, good value florence stay,  ",3,67
"loved stay husband spent 3 nights, enjoyed stay, short walk train station walkable hotel, breakfast not great, staff great helpful rooms clean perfect,  ",4,28
"clean hotel florence hotel good clean facilities quite new, close central station need 10 15 minutes walk know right direction begining, room quite small wondering luggage day took big finally, wo n't complaint italy, hotel excellent comparing money spent services got, staff restaurant receptionlists kind, thing bit disappointed elevator did n't walk day left hotel need took luggage 2nd floor, good stay florence,  ",4,71
"great value florence stayed 2 nights leonardo da vinci august 2006. modern hotel room small clean despite proximity train station quiet balcony, yes wifi does not work hotel internet connections extremely difficult come italy, room definitely need paint job process doing renovations, definitely recommend hotel, bookable venere.com incidentally best rates hotels europe,  ",4,57
"average good sized rooms clean bathrooms modernist design, 5min walk train station, worst aspect breakfast average italy, not bad choice florence accom quite high,  ",3,28
"success using tripadvisor, visitor tokyo years went solely recommendations trip, friend told newly renovated hotel naturally looked tripadvisor great success year finding place venice them.it expected, aware small sized rooms reviews expected did not worry booked biggest, great, complain small rooms just spend bit book bigger ones, exist staff great location perfect hotel cozy, definitely stay, thanks tripadvisor,  ",5,67
"better modern stayed hotel days family thought rooms quite small nicely furnished modern exceptionally clean, proximity shinjuku station incredible rooms quiet night whilst thought guest-only lounge computers hot drinks nice touch, did not swimming pool chose 3 star hotels central tokyo 4 star ones,  ",4,47
"great hotel visit tokyo stayed hotel week visit japan hotel obviously fairly new looks really nice, bedrooms bathroom spotless, room free broadband access standard useful, rooms bigger expected certainly comfortable.the location hotel perfect like 100m main shinjuku station means getting addition reception desk staffed 6 people queue,  ",5,51
"excelent brand new hotel wow staye hotel aniversary amazing, just 5 minutes shinjuku station, hotel calm streen shinjuku no noise heard night, street hotel am/pm shop buy kinds food hotel explore city, location=greatservice=greatrooms=great,  ",5,38
"perfect place hotel perfect stay tokyo, rooms small provide amenities, extremely clean date way, lobby lovely, free internet guest lounge guests, location nice 5 minutes train station not located neon area shinjuku quiet, veloce coffeeshop street great good coffee muffin reasonable prices,  ",5,49
"nice surprise hotel nice surprise, comes cheapest options stay tokyo sites expedia orbitz price good deal.the rooms smaller no closet rooms just hangers nicely beds best tried far tokyo price.the location quite convenient 5 mn walk shijuku station, n't mind size room great option bargain price,  ",4,49
"excellent stay stayed hotel 1-4. new hotel locates excellent location, ca n't miss want stay shinjuku resonable room rate, 5mins walk shinjuku station south gate 10mins walk main shopping district, hotel including hotel room small need toiletries super high-definition lcd tv free internet free business centre guest lounge good service excellent staff shuttle limo bus airport, highly recommended stay,  ",4,64
"great location stayed night bit pricey traveler quite luxurious japanese hotel, great location walking distance jr shinjuku station major shopping mall takashimaya town square.i n't suggest staying transit suggest business hotels instead good great variation continental japanese style,  ",4,40
"excellent value service just got staying perfect, hotel nicer expecting, hotel clean modern easy access shinjuku station rest tokyo, rooms free wired high speed internet hdtv, rooms smaller good value money, staff extremely polite spoke perfect english,  ",5,43
"shinjuku love you-ku absolutely well-located near shinjuku station shopping adventures, addition starbucks nearby tully near yoyogi station street, staff courteous friendly helpful, spoken english broken better japanese, room small american standards exploring exciting city, try warm toilet spray bidet treat, second floor lounge hip cozy place retreat cocktail,  ",5,55
"excellent stayed 2 rooms 8th floor jurys, excellent service, staff friednly helpful, rooms spacious beds comfortable, hotel location excellent 10-15 minutes walking distance downtown crossing shopping short walk newbury street prudential centre, major attractions close.would definitely recommend hotel free use gym internet, didnt breakfast included ate hotel thought overpriced negative,  ",5,57
